25,green,None,None,None,left,2
24,green,None,None,None,forward,2
23,green,None,None,None,forward,2
22,green,None,None,forward,left,2
21,red,None,None,None,None,1
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,12
35,green,None,None,None,right,2
34,green,None,None,None,forward,2
33,green,None,None,None,forward,2
32,red,None,None,None,None,1
31,green,None,None,None,forward,2
30,green,None,None,None,forward,2
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,green,None,None,None,left,2
25,green,None,None,None,forward,12
35,green,None,None,None,right,2
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,red,None,None,None,None,1
31,red,None,None,None,None,1
30,green,None,None,None,forward,2
29,green,None,None,None,forward,2
28,green,None,None,None,forward,2
27,red,None,None,None,None,1
26,red,None,None,None,right,0.5
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,green,None,None,None,left,2
22,green,None,None,None,right,12
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,green,None,None,None,left,2
26,green,None,None,None,forward,2
25,red,None,None,left,None,1
24,red,None,None,None,left,-1
23,red,None,None,None,None,1
22,green,None,None,None,forward,2
21,red,None,None,None,None,1
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,green,None,None,None,left,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,12
20,green,None,None,None,forward,2
19,green,None,None,None,forward,2
18,red,None,None,None,right,2
17,green,None,None,None,forward,12
20,green,None,None,None,right,2
19,red,None,None,None,right,2
18,green,None,None,None,forward,2
17,green,None,None,None,forward,2
16,green,None,None,None,right,2
15,green,None,None,None,forward,12
25,green,None,None,None,right,2
24,green,None,None,None,forward,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,right,0.5
20,red,None,None,None,right,2
19,green,None,None,None,right,2
18,red,None,None,None,right,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,red,None,None,None,None,1
14,red,None,None,None,None,1
13,green,None,None,None,right,0.5
12,green,None,None,None,right,2
11,red,None,None,None,right,2
10,green,None,None,None,None,1
9,green,None,None,None,right,2
8,red,None,None,None,None,1
7,red,None,None,None,None,1
6,red,None,None,None,None,1
5,green,None,None,None,left,2
4,red,None,None,None,None,1
3,red,None,None,None,None,1
2,red,None,None,None,None,1
1,green,None,None,None,forward,2
0,red,None,None,None,None,1
35,green,None,None,None,left,2
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,red,None,None,None,None,1
31,green,None,None,None,forward,2
30,red,None,None,None,right,2
29,green,None,None,None,forward,2
28,green,None,None,None,forward,2
27,green,None,None,None,forward,2
26,red,None,None,None,None,1
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,green,None,left,None,forward,12
35,green,None,None,None,forward,2
34,green,None,None,None,forward,2
33,green,None,None,None,right,0.5
32,green,None,None,None,left,2
31,green,None,None,None,forward,2
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,right,0.5
24,red,None,None,None,None,1
23,green,None,None,None,left,2
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,left,12
35,red,None,None,None,None,1
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,green,None,None,None,forward,2
31,green,None,None,None,forward,2
30,green,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,left,-1
27,red,None,None,None,None,1
26,green,None,None,None,forward,2
25,green,None,None,None,forward,2
24,red,None,None,None,None,1
23,green,None,None,None,forward,2
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,left,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,12
40,green,None,None,None,right,2
39,green,None,None,None,right,2
38,red,None,None,None,None,1
37,red,None,None,None,None,1
36,green,None,None,None,forward,2
35,red,None,None,None,None,1
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,green,None,None,None,forward,2
31,green,None,None,None,forward,2
30,red,None,None,None,None,1
29,red,None,None,None,forward,-1
28,green,None,None,None,forward,2
27,green,None,None,None,left,2
26,red,None,None,None,None,1
25,green,None,None,None,forward,12
40,green,None,None,None,left,2
39,green,None,None,None,forward,2
38,green,None,None,None,forward,2
37,green,None,None,None,forward,2
36,green,None,None,None,forward,2
35,green,None,None,None,left,2
34,red,None,None,None,forward,-1
33,red,None,None,None,left,-1
32,red,None,None,None,None,1
31,green,None,None,None,forward,2
30,green,None,None,None,forward,12
30,green,None,None,None,right,2
29,green,None,left,None,right,2
28,green,None,None,forward,forward,2
27,green,None,None,None,right,2
26,green,None,None,None,forward,2
25,red,None,None,None,None,1
24,red,None,None,None,left,-1
23,red,None,None,None,None,1
22,green,None,None,None,forward,2
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,red,None,None,None,None,1
18,green,None,None,None,forward,12
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,left,2
16,red,None,None,None,None,1
15,red,None,None,None,None,1
14,green,None,None,None,forward,2
13,green,None,None,None,forward,2
12,green,None,None,None,forward,12
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,forward,2
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,red,None,None,None,None,1
13,green,None,None,None,left,2
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,red,None,None,None,None,1
9,green,None,None,None,forward,12
50,red,None,None,None,None,1
49,red,None,None,None,None,1
48,red,None,None,None,None,1
47,green,None,None,None,forward,2
46,green,None,None,None,forward,2
45,green,None,None,None,forward,2
44,green,None,None,None,forward,2
43,red,None,None,None,None,1
42,green,None,None,None,forward,2
41,green,None,None,None,forward,2
40,green,None,None,None,left,2
39,green,None,None,None,forward,2
38,green,None,None,None,forward,2
37,green,None,None,None,forward,12
40,green,None,None,None,forward,2
39,red,None,None,None,None,1
38,red,None,None,None,None,1
37,green,None,None,None,forward,2
36,green,None,None,None,forward,2
35,red,None,None,None,None,1
34,red,None,None,right,None,1
33,red,None,None,None,None,1
32,green,None,None,None,forward,2
31,green,None,None,None,right,2
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,forward,12
20,green,None,None,None,right,2
19,green,None,None,None,right,2
18,green,None,None,None,right,2
17,red,None,None,None,left,-1
16,red,None,None,None,None,1
15,red,None,None,None,None,1
14,green,None,None,None,left,2
13,green,None,None,None,forward,2
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,12
25,green,None,None,None,left,2
24,red,None,None,None,left,-1
23,red,None,None,None,right,2
22,red,None,None,None,right,0.5
21,green,None,None,None,right,2
20,red,None,None,None,right,2
19,red,None,None,None,right,2
18,green,None,None,forward,forward,2
17,green,None,None,None,forward,2
16,red,None,None,None,None,1
15,red,None,None,None,right,0.5
14,red,None,None,None,right,2
13,green,None,None,None,right,2
12,green,None,None,None,right,2
11,green,None,None,None,forward,12
40,red,None,None,None,None,1
39,red,left,forward,None,None,1
38,red,left,None,None,None,1
37,red,left,None,None,forward,-1
36,green,left,None,None,forward,2
35,red,None,None,None,None,1
34,green,None,None,None,forward,2
33,red,None,None,None,None,1
32,green,None,None,None,forward,2
31,red,None,None,None,None,1
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,green,None,None,None,forward,2
27,red,None,None,None,left,-1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,green,None,None,None,left,2
23,green,None,None,None,forward,2
22,green,None,None,None,forward,12
25,green,None,None,None,right,2
24,green,None,None,None,right,2
23,green,None,None,None,forward,2
22,green,None,None,None,forward,2
21,green,None,None,None,forward,2
20,red,None,None,None,right,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,12
20,green,None,None,None,right,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,left,2
14,green,None,None,None,forward,2
13,red,None,None,None,None,1
12,green,None,None,None,forward,12
30,red,None,None,None,right,2
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,green,None,None,None,left,2
25,red,None,None,None,None,1
24,green,None,None,None,forward,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,forward,2
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,12
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,green,None,None,None,forward,2
15,green,None,None,None,forward,2
14,green,None,None,None,forward,2
13,green,None,None,None,left,12
25,green,None,None,None,right,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,left,2
20,green,None,None,None,forward,2
19,green,None,None,None,forward,2
18,green,None,None,None,forward,12
25,red,None,None,None,right,2
24,green,right,None,None,right,2
23,green,None,None,None,right,2
22,red,None,None,None,right,0.5
21,red,None,None,None,right,2
20,red,None,None,None,right,2
19,red,None,None,None,right,2
18,green,None,None,None,forward,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,2
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,12
30,green,None,None,None,forward,2
29,green,None,right,None,forward,2
28,green,None,None,None,forward,2
27,red,None,None,None,None,1
26,green,None,None,None,left,2
25,green,None,None,None,forward,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,right,None,1
21,green,None,None,None,forward,12
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,green,None,None,None,left,2
25,green,None,None,None,forward,2
24,green,None,None,None,left,2
23,green,None,None,None,forward,2
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,green,None,None,None,forward,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,red,None,None,None,None,1
14,green,None,None,None,forward,12
20,red,None,None,None,right,2
19,red,None,None,None,right,2
18,green,None,None,None,forward,2
17,green,None,None,None,forward,2
16,green,None,None,None,forward,2
15,red,None,None,None,right,12
25,green,None,None,None,right,2
24,green,None,None,None,right,2
23,green,None,None,None,right,2
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,red,None,None,None,None,1
19,green,None,None,None,left,2
18,green,None,forward,None,forward,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,12
25,green,None,None,None,left,2
24,green,None,None,None,forward,2
23,green,None,None,None,forward,2
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,red,None,None,None,right,12
